AREA,AREA NAME,Crm Cd,Crm Cd Desc,DATE OCC,Part 1-2,DR_NO
18,Southeast,345,DISHONEST EMPLOYEE - GRAND THEFT,2022,1,1
11,Northeast,626,INTIMATE PARTNER - SIMPLE ASSAULT,2020,2,323
14,Pacific,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2020,1,510
19,Mission,946,OTHER MISCELLANEOUS CRIME,2022,2,67
19,Mission,820,ORAL COPULATION,2020,1,10
10,West Valley,251,SHOTS FIRED AT INHABITED DWELLING,2020,1,11
20,Olympic,310,BURGLARY,2020,1,662
15,N Hollywood,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2020,1,373
06,Hollywood,624,BATTERY - SIMPLE ASSAULT,2022,2,"1,180"
06,Hollywood,850,INDECENT EXPOSURE,2022,2,16
10,West Valley,441,THEFT PLAIN - ATTEMPT,2021,1,4
03,Southwest,351,PURSE SNATCHING,2022,1,1
20,Olympic,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,2020,2,3
18,Southeast,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2022,2,520
04,Hollenbeck,850,INDECENT EXPOSURE,2021,2,5
09,Van Nuys,510,VEHICLE - STOLEN,2021,1,922
12,77th Street,450,THEFT FROM PERSON - ATTEMPT,2022,1,2
11,Northeast,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2020,2,574
14,Pacific,487,BOAT - STOLEN,2021,1,1
03,Southwest,350,"THEFT, PERSON",2020,1,86
03,Southwest,440,THEFT PLAIN - PETTY ($950 & UNDER),2022,1,651
07,Wilshire,437,RESISTING ARREST,2021,2,5
07,Wilshire,510,VEHICLE - STOLEN,2021,1,861
01,Central,471,TILL TAP - PETTY ($950 & UNDER),2021,1,1
05,Harbor,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2022,1,332
15,N Hollywood,220,ATTEMPTED ROBBERY,2020,1,30
20,Olympic,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2022,1,25
06,Hollywood,649,DOCUMENT FORGERY / STOLEN FELONY,2021,2,27
16,Foothill,922,CHILD STEALING,2021,2,6
14,Pacific,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",2021,1,20
18,Southeast,662,"BUNCO, GRAND THEFT",2021,2,18
14,Pacific,121,"RAPE, FORCIBLE",2022,1,34
02,Rampart,648,ARSON,2022,1,29
16,Foothill,352,PICKPOCKET,2022,1,2
21,Topanga,762,LEWD CONDUCT,2021,2,4
02,Rampart,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2022,1,9
16,Foothill,121,"RAPE, FORCIBLE",2021,1,23
12,77th Street,903,CONTEMPT OF COURT,2022,2,156
11,Northeast,888,TRESPASSING,2021,2,140
17,Devonshire,888,TRESPASSING,2020,2,150
10,West Valley,900,VIOLATION OF COURT ORDER,2021,2,117
12,77th Street,351,PURSE SNATCHING,2022,1,1
14,Pacific,820,ORAL COPULATION,2021,1,6
09,Van Nuys,932,PEEPING TOM,2021,2,4
05,Harbor,761,BRANDISH WEAPON,2022,1,154
18,Southeast,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2021,1,7
14,Pacific,444,DISHONEST EMPLOYEE - PETTY THEFT,2020,1,3
10,West Valley,940,EXTORTION,2021,2,25
12,77th Street,440,THEFT PLAIN - PETTY ($950 & UNDER),2020,1,440
07,Wilshire,888,TRESPASSING,2021,2,158
20,Olympic,903,CONTEMPT OF COURT,2020,2,1
18,Southeast,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2022,1,11
10,West Valley,943,CRUELTY TO ANIMALS,2021,2,3
08,West LA,661,UNAUTHORIZED COMPUTER ACCESS,2021,2,23
10,West Valley,437,RESISTING ARREST,2020,2,18
09,Van Nuys,888,TRESPASSING,2021,2,130
01,Central,850,INDECENT EXPOSURE,2022,2,23
07,Wilshire,446,PETTY THEFT - AUTO REPAIR,2021,2,1
09,Van Nuys,901,VIOLATION OF RESTRAINING ORDER,2021,2,88
03,Southwest,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2021,2,51
10,West Valley,666,"BUNCO, ATTEMPT",2022,2,2
04,Hollenbeck,352,PICKPOCKET,2021,1,1
14,Pacific,624,BATTERY - SIMPLE ASSAULT,2022,2,751
02,Rampart,954,CONTRIBUTING,2020,2,1
09,Van Nuys,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2020,1,325
14,Pacific,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2021,1,17
09,Van Nuys,441,THEFT PLAIN - ATTEMPT,2020,1,6
01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2022,1,732
18,Southeast,354,THEFT OF IDENTITY,2020,2,276
02,Rampart,661,UNAUTHORIZED COMPUTER ACCESS,2022,2,3
09,Van Nuys,438,RECKLESS DRIVING,2021,2,2
07,Wilshire,890,FAILURE TO YIELD,2021,2,3
06,Hollywood,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2020,2,768
01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2021,2,"1,009"
09,Van Nuys,647,THROWING OBJECT AT MOVING VEHICLE,2020,2,5
12,77th Street,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2020,1,197
12,77th Street,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2020,1,15
02,Rampart,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,2022,2,2
14,Pacific,310,BURGLARY,2021,1,968
11,Northeast,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2020,2,23
13,Newton,647,THROWING OBJECT AT MOVING VEHICLE,2020,2,8
09,Van Nuys,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",2020,2,20
19,Mission,350,"THEFT, PERSON",2020,1,42
03,Southwest,933,PROWLER,2020,2,5
14,Pacific,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2022,1,769
17,Devonshire,439,FALSE POLICE REPORT,2021,2,5
12,77th Street,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2022,1,11
20,Olympic,870,CHILD ABANDONMENT,2021,2,1
20,Olympic,110,CRIMINAL HOMICIDE,2022,1,15
16,Foothill,886,DISTURBING THE PEACE,2021,2,5
01,Central,443,SHOPLIFTING - ATTEMPT,2022,1,2
07,Wilshire,928,THREATENING PHONE CALLS/LETTERS,2020,2,2
12,77th Street,805,PIMPING,2020,2,16
13,Newton,850,INDECENT EXPOSURE,2020,2,7
11,Northeast,922,CHILD STEALING,2022,2,1
15,N Hollywood,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2020,2,323
10,West Valley,437,RESISTING ARREST,2021,2,17
20,Olympic,850,INDECENT EXPOSURE,2020,2,19
10,West Valley,903,CONTEMPT OF COURT,2020,2,13
03,Southwest,437,RESISTING ARREST,2022,2,17
21,Topanga,760,LEWD/LASCIVIOUS ACTS WITH CHILD,2020,2,1
09,Van Nuys,438,RECKLESS DRIVING,2020,2,3
09,Van Nuys,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2020,1,5
17,Devonshire,830,INCEST (SEXUAL ACTS BETWEEN BLOOD RELATIVES),2022,2,1
12,77th Street,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2022,1,8
14,Pacific,122,"RAPE, ATTEMPTED",2021,1,3
01,Central,649,DOCUMENT FORGERY / STOLEN FELONY,2022,2,27
21,Topanga,753,DISCHARGE FIREARMS/SHOTS FIRED,2022,2,13
06,Hollywood,903,CONTEMPT OF COURT,2020,2,9
14,Pacific,352,PICKPOCKET,2021,1,4
08,West LA,626,INTIMATE PARTNER - SIMPLE ASSAULT,2021,2,275
19,Mission,122,"RAPE, ATTEMPTED",2022,1,5
13,Newton,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2022,1,926
17,Devonshire,910,KIDNAPPING,2021,2,1
19,Mission,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2022,1,147
17,Devonshire,350,"THEFT, PERSON",2020,1,15
10,West Valley,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2021,1,4
21,Topanga,625,OTHER ASSAULT,2022,2,34
13,Newton,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2020,2,23
20,Olympic,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",2022,1,18
06,Hollywood,761,BRANDISH WEAPON,2022,1,173
14,Pacific,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",2022,2,4
15,N Hollywood,510,VEHICLE - STOLEN,2020,1,992
12,77th Street,626,INTIMATE PARTNER - SIMPLE ASSAULT,2021,2,920
13,Newton,121,"RAPE, FORCIBLE",2021,1,41
14,Pacific,890,FAILURE TO YIELD,2022,2,10
21,Topanga,648,ARSON,2021,1,8
18,Southeast,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2021,1,164
09,Van Nuys,310,BURGLARY,2020,1,571
16,Foothill,850,INDECENT EXPOSURE,2021,2,1
21,Topanga,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",2020,2,3
18,Southeast,434,FALSE IMPRISONMENT,2022,2,2
12,77th Street,806,PANDERING,2021,2,3
14,Pacific,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),2022,2,12
09,Van Nuys,624,BATTERY - SIMPLE ASSAULT,2021,2,569
17,Devonshire,946,OTHER MISCELLANEOUS CRIME,2021,2,69
20,Olympic,886,DISTURBING THE PEACE,2020,2,8
10,West Valley,840,"BEASTIALITY, CRIME AGAINST NATURE SEXUAL ASSLT WITH ANIM",2021,2,2
14,Pacific,666,"BUNCO, ATTEMPT",2022,2,1
13,Newton,624,BATTERY - SIMPLE ASSAULT,2022,2,"1,070"
02,Rampart,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2021,1,11
16,Foothill,237,CHILD NEGLECT (SEE 300 W.I.C.),2020,2,19
17,Devonshire,434,FALSE IMPRISONMENT,2022,2,1
08,West LA,761,BRANDISH WEAPON,2022,1,98
04,Hollenbeck,471,TILL TAP - PETTY ($950 & UNDER),2021,1,1
06,Hollywood,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",2021,1,1
19,Mission,480,BIKE - STOLEN,2022,1,16
15,N Hollywood,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2021,2,155
10,West Valley,933,PROWLER,2020,2,14
18,Southeast,920,KIDNAPPING - GRAND ATTEMPT,2022,2,6
10,West Valley,920,KIDNAPPING - GRAND ATTEMPT,2022,2,3
20,Olympic,353,DRUNK ROLL,2021,1,1
19,Mission,886,DISTURBING THE PEACE,2020,2,11
17,Devonshire,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2020,2,143
14,Pacific,922,CHILD STEALING,2020,2,1
06,Hollywood,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2020,1,11
17,Devonshire,121,"RAPE, FORCIBLE",2020,1,27
17,Devonshire,755,BOMB SCARE,2022,2,4
15,N Hollywood,933,PROWLER,2022,2,2
21,Topanga,438,RECKLESS DRIVING,2020,2,1
18,Southeast,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2021,2,325
11,Northeast,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",2020,1,1
12,77th Street,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2022,1,21
15,N Hollywood,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2020,1,573
02,Rampart,860,BATTERY WITH SEXUAL CONTACT,2021,2,44
14,Pacific,922,CHILD STEALING,2022,2,4
02,Rampart,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2020,2,1
01,Central,888,TRESPASSING,2022,2,166
09,Van Nuys,946,OTHER MISCELLANEOUS CRIME,2022,2,75
06,Hollywood,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2022,1,113
13,Newton,647,THROWING OBJECT AT MOVING VEHICLE,2022,2,7
17,Devonshire,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2022,1,356
14,Pacific,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2022,1,20
18,Southeast,438,RECKLESS DRIVING,2020,2,3
14,Pacific,932,PEEPING TOM,2021,2,8
18,Southeast,762,LEWD CONDUCT,2020,2,6
03,Southwest,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2020,2,2
09,Van Nuys,932,PEEPING TOM,2022,2,6
03,Southwest,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2022,2,53
21,Topanga,647,THROWING OBJECT AT MOVING VEHICLE,2022,2,14
21,Topanga,350,"THEFT, PERSON",2020,1,11
18,Southeast,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2021,2,1
01,Central,814,CHILD PORNOGRAPHY,2022,2,3
09,Van Nuys,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2021,2,132
03,Southwest,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2020,2,83
07,Wilshire,662,"BUNCO, GRAND THEFT",2020,2,57
05,Harbor,110,CRIMINAL HOMICIDE,2020,1,17
01,Central,480,BIKE - STOLEN,2020,1,201
11,Northeast,310,BURGLARY,2021,1,577
04,Hollenbeck,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2020,1,6
21,Topanga,487,BOAT - STOLEN,2022,1,3
09,Van Nuys,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2020,2,10
13,Newton,320,"BURGLARY, ATTEMPTED",2020,1,37
04,Hollenbeck,762,LEWD CONDUCT,2020,2,11
06,Hollywood,940,EXTORTION,2020,2,20
13,Newton,940,EXTORTION,2022,2,12
15,N Hollywood,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2021,1,25
14,Pacific,441,THEFT PLAIN - ATTEMPT,2021,1,8
20,Olympic,210,ROBBERY,2020,1,373
16,Foothill,814,CHILD PORNOGRAPHY,2021,2,8
12,77th Street,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2020,1,"1,507"
10,West Valley,352,PICKPOCKET,2022,1,11
18,Southeast,647,THROWING OBJECT AT MOVING VEHICLE,2022,2,4
10,West Valley,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2021,1,104
01,Central,648,ARSON,2020,1,59
05,Harbor,121,"RAPE, FORCIBLE",2022,1,34
02,Rampart,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",2022,1,18
20,Olympic,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2021,2,89
08,West LA,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2021,1,496
13,Newton,920,KIDNAPPING - GRAND ATTEMPT,2020,2,4
15,N Hollywood,623,BATTERY POLICE (SIMPLE),2022,2,17
09,Van Nuys,664,"BUNCO, PETTY THEFT",2020,2,20
15,N Hollywood,761,BRANDISH WEAPON,2021,1,125
09,Van Nuys,890,FAILURE TO YIELD,2020,2,8
21,Topanga,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2020,2,22
04,Hollenbeck,354,THEFT OF IDENTITY,2022,2,875
07,Wilshire,510,VEHICLE - STOLEN,2022,1,924
21,Topanga,510,VEHICLE - STOLEN,2022,1,685
11,Northeast,943,CRUELTY TO ANIMALS,2022,2,2
03,Southwest,901,VIOLATION OF RESTRAINING ORDER,2020,2,189
20,Olympic,940,EXTORTION,2020,2,18
01,Central,890,FAILURE TO YIELD,2020,2,11
19,Mission,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2020,1,6
13,Newton,903,CONTEMPT OF COURT,2022,2,3
12,77th Street,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",2021,1,39
01,Central,437,RESISTING ARREST,2022,2,16
15,N Hollywood,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2022,2,29
05,Harbor,814,CHILD PORNOGRAPHY,2021,2,1
08,West LA,624,BATTERY - SIMPLE ASSAULT,2021,2,678
20,Olympic,623,BATTERY POLICE (SIMPLE),2020,2,24
14,Pacific,352,PICKPOCKET,2020,1,3
03,Southwest,443,SHOPLIFTING - ATTEMPT,2021,1,2
17,Devonshire,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2022,1,4
04,Hollenbeck,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2021,1,1
09,Van Nuys,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2020,1,238
05,Harbor,850,INDECENT EXPOSURE,2021,2,6
17,Devonshire,886,DISTURBING THE PEACE,2020,2,15
07,Wilshire,943,CRUELTY TO ANIMALS,2021,2,2
02,Rampart,761,BRANDISH WEAPON,2020,1,150
14,Pacific,924,TELEPHONE PROPERTY - DAMAGE,2022,2,1
17,Devonshire,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",2021,2,9
05,Harbor,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2022,1,15
12,77th Street,625,OTHER ASSAULT,2022,2,37
06,Hollywood,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2021,1,16
07,Wilshire,946,OTHER MISCELLANEOUS CRIME,2020,2,114
04,Hollenbeck,434,FALSE IMPRISONMENT,2020,2,4
12,77th Street,622,BATTERY ON A FIREFIGHTER,2020,2,2
04,Hollenbeck,251,SHOTS FIRED AT INHABITED DWELLING,2021,1,46
01,Central,761,BRANDISH WEAPON,2020,1,202
10,West Valley,520,VEHICLE - ATTEMPT STOLEN,2020,1,16
11,Northeast,440,THEFT PLAIN - PETTY ($950 & UNDER),2022,1,578
06,Hollywood,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2021,1,2
14,Pacific,660,COUNTERFEIT,2022,2,2
11,Northeast,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2020,1,10
02,Rampart,903,CONTEMPT OF COURT,2021,2,3
08,West LA,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2022,1,10
07,Wilshire,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2021,2,13
09,Van Nuys,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",2022,1,10
08,West LA,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2021,2,197
06,Hollywood,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,2022,2,4
14,Pacific,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2021,1,510
07,Wilshire,354,THEFT OF IDENTITY,2020,2,430
20,Olympic,347,GRAND THEFT / INSURANCE FRAUD,2021,2,1
20,Olympic,440,THEFT PLAIN - PETTY ($950 & UNDER),2020,1,585
09,Van Nuys,220,ATTEMPTED ROBBERY,2020,1,33
15,N Hollywood,220,ATTEMPTED ROBBERY,2021,1,37
19,Mission,433,DRIVING WITHOUT OWNER CONSENT (DWOC),2021,1,2
14,Pacific,753,DISCHARGE FIREARMS/SHOTS FIRED,2022,2,19
04,Hollenbeck,320,"BURGLARY, ATTEMPTED",2022,1,36
03,Southwest,352,PICKPOCKET,2022,1,60
12,77th Street,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",2021,2,1
21,Topanga,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2022,1,388
01,Central,433,DRIVING WITHOUT OWNER CONSENT (DWOC),2022,1,2
15,N Hollywood,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2022,1,133
08,West LA,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2021,1,37
09,Van Nuys,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2020,2,2
06,Hollywood,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2021,1,21
19,Mission,625,OTHER ASSAULT,2021,2,28
16,Foothill,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",2020,2,1
17,Devonshire,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2020,1,8
03,Southwest,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),2020,2,27
16,Foothill,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2020,1,119
07,Wilshire,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2022,1,661
20,Olympic,520,VEHICLE - ATTEMPT STOLEN,2021,1,29
19,Mission,661,UNAUTHORIZED COMPUTER ACCESS,2021,2,2
06,Hollywood,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2022,2,231
05,Harbor,625,OTHER ASSAULT,2022,2,45
01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2021,1,914
06,Hollywood,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2020,1,166
02,Rampart,237,CHILD NEGLECT (SEE 300 W.I.C.),2021,2,7
11,Northeast,622,BATTERY ON A FIREFIGHTER,2020,2,4
20,Olympic,648,ARSON,2020,1,36
09,Van Nuys,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2021,1,1
13,Newton,220,ATTEMPTED ROBBERY,2021,1,81
19,Mission,122,"RAPE, ATTEMPTED",2021,1,3
02,Rampart,903,CONTEMPT OF COURT,2020,2,4
01,Central,353,DRUNK ROLL,2021,1,1
17,Devonshire,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2022,1,6
02,Rampart,320,"BURGLARY, ATTEMPTED",2021,1,28
14,Pacific,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2021,2,17
07,Wilshire,763,STALKING,2020,2,11
04,Hollenbeck,330,BURGLARY FROM VEHICLE,2021,1,308
06,Hollywood,814,CHILD PORNOGRAPHY,2020,2,2
14,Pacific,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2020,2,6
16,Foothill,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2021,2,14
08,West LA,487,BOAT - STOLEN,2020,1,1
10,West Valley,441,THEFT PLAIN - ATTEMPT,2022,1,2
08,West LA,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2020,1,5
12,77th Street,122,"RAPE, ATTEMPTED",2021,1,8
16,Foothill,480,BIKE - STOLEN,2022,1,7
02,Rampart,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,2020,1,2
03,Southwest,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2020,1,225
05,Harbor,886,DISTURBING THE PEACE,2022,2,8
03,Southwest,922,CHILD STEALING,2020,2,9
11,Northeast,480,BIKE - STOLEN,2020,1,96
08,West LA,441,THEFT PLAIN - ATTEMPT,2020,1,5
14,Pacific,814,CHILD PORNOGRAPHY,2020,2,3
13,Newton,946,OTHER MISCELLANEOUS CRIME,2022,2,34
02,Rampart,345,DISHONEST EMPLOYEE - GRAND THEFT,2021,1,2
19,Mission,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2022,2,19
17,Devonshire,480,BIKE - STOLEN,2022,1,36
11,Northeast,433,DRIVING WITHOUT OWNER CONSENT (DWOC),2021,1,5
13,Newton,755,BOMB SCARE,2022,2,2
13,Newton,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2020,1,13
15,N Hollywood,890,FAILURE TO YIELD,2022,2,4
01,Central,510,VEHICLE - STOLEN,2020,1,594
01,Central,753,DISCHARGE FIREARMS/SHOTS FIRED,2022,2,35
08,West LA,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",2022,2,4
07,Wilshire,761,BRANDISH WEAPON,2020,1,111
17,Devonshire,441,THEFT PLAIN - ATTEMPT,2022,1,5
18,Southeast,932,PEEPING TOM,2021,2,3
13,Newton,625,OTHER ASSAULT,2021,2,45
12,77th Street,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,2021,2,48
07,Wilshire,820,ORAL COPULATION,2021,1,4
18,Southeast,860,BATTERY WITH SEXUAL CONTACT,2022,2,33
04,Hollenbeck,237,CHILD NEGLECT (SEE 300 W.I.C.),2020,2,9
01,Central,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",2022,1,59
09,Van Nuys,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,2020,2,2
02,Rampart,666,"BUNCO, ATTEMPT",2020,2,10
04,Hollenbeck,942,BRIBERY,2021,2,1
09,Van Nuys,922,CHILD STEALING,2020,2,10
19,Mission,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2020,2,10
21,Topanga,661,UNAUTHORIZED COMPUTER ACCESS,2020,2,10
15,N Hollywood,940,EXTORTION,2021,2,19
21,Topanga,444,DISHONEST EMPLOYEE - PETTY THEFT,2021,1,1
21,Topanga,756,WEAPONS POSSESSION/BOMBING,2020,2,1
05,Harbor,755,BOMB SCARE,2021,2,3
09,Van Nuys,763,STALKING,2021,2,10
15,N Hollywood,510,VEHICLE - STOLEN,2021,1,"1,025"
05,Harbor,520,VEHICLE - ATTEMPT STOLEN,2020,1,40
20,Olympic,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,2022,2,10
04,Hollenbeck,237,CHILD NEGLECT (SEE 300 W.I.C.),2021,2,9
14,Pacific,220,ATTEMPTED ROBBERY,2020,1,37
12,77th Street,762,LEWD CONDUCT,2020,2,2
03,Southwest,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2020,1,6
09,Van Nuys,660,COUNTERFEIT,2022,2,3
09,Van Nuys,443,SHOPLIFTING - ATTEMPT,2021,1,1
12,77th Street,903,CONTEMPT OF COURT,2020,2,158
01,Central,755,BOMB SCARE,2020,2,16
11,Northeast,762,LEWD CONDUCT,2021,2,7
01,Central,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,2020,1,2
05,Harbor,626,INTIMATE PARTNER - SIMPLE ASSAULT,2020,2,582
08,West LA,622,BATTERY ON A FIREFIGHTER,2020,2,4
10,West Valley,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2021,1,360
18,Southeast,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2022,1,215
04,Hollenbeck,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2020,1,193
06,Hollywood,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2021,1,226
20,Olympic,251,SHOTS FIRED AT INHABITED DWELLING,2021,1,5
20,Olympic,933,PROWLER,2020,2,1
09,Van Nuys,625,OTHER ASSAULT,2022,2,36
11,Northeast,622,BATTERY ON A FIREFIGHTER,2021,2,3
07,Wilshire,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2020,2,256
19,Mission,666,"BUNCO, ATTEMPT",2022,2,1
18,Southeast,433,DRIVING WITHOUT OWNER CONSENT (DWOC),2021,1,5
10,West Valley,438,RECKLESS DRIVING,2021,2,19
05,Harbor,648,ARSON,2021,1,22
19,Mission,433,DRIVING WITHOUT OWNER CONSENT (DWOC),2022,1,1
17,Devonshire,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),2020,2,11
